Domain_Presence,sp_id,NEON_Species,Source_Species,Range_Source,Very_Limited_Range
D1,lebgra,Lebia grandis,,Bousquet 2012,
D1,lebgut,Lebia guttula,,Bousquet 2012,
D1,leblob,Lebia lobulata,,Bousquet 2012,
D1,lebmar,Lebia marginicollis,,Bousquet 2012,
D1,lebmoe,Lebia moesta,,Bousquet 2012,
D1,leborn,Lebia ornata,,Bousquet 2012,
D1,lebpec,Lebia pectita,,Bousquet 2012,
D1,lebple,Lebia pleuritica,,Bousquet 2012,
D1,lebpul,Lebia pulchella,,Bousquet 2012,
D1,lebpum,Lebia pumila,,Bousquet 2012,
D1,lebsol,Lebia solea,,Bousquet 2012,
D1,lebtri,Lebia tricolor,,Bousquet 2012,
D1,lebvir1,Lebia viridipennis,,Bousquet 2012,
D1,lebvir2,Lebia viridis,,Bousquet 2012,
D1,lebvit,Lebia vittata,,Bousquet 2012,
D1,lepdor,Leptotrachelus dorsalis,,Bousquet 2012,
D1,lopscr,Lophoglossus scrutator,,Bousquet 2012,
D1,lopsub,Lophoglossus substrenuus,,Bousquet 2012,
D1,lopver,Lophoglossus vernix,,Bousquet 2012,
D1,lorpil2,Loricera pilicornis pilicornis,,Bousquet 2012,
D1,loxbre,Loxandrus brevicollis,,Bousquet 2012,
D1,loxcin,Loxandrus cincinnati,,Bousquet 2012,
D1,loxdur,Loxandrus duryi,,Bousquet 2012,
D1,loxerr,Loxandrus erraticus,,Bousquet 2012,
D1,loxpar1,Loxandrus parallelus,,Bousquet 2012,
D1,loxrec2,Loxandrus rectus,,Bousquet 2012,
D1,loxvel1,Loxandrus velocipes,,Bousquet 2012,
D1,loxvul,Loxandrus vulneratus,,Bousquet 2012,
D1,micaen,Micratopus aenescens,,Bousquet 2012,
D1,micbre,Microlestes brevilobus brevilobus,,Bousquet 2012,
D1,miclin2,Microlestes linearis,,Bousquet 2012,
D1,micpus,Microlestes pusio,,Bousquet 2012,
D1,miofla,Mioptachys flavicauda,,Bousquet 2012,
D1,misarc,Miscodera arctica,,Bousquet 2012,
D1,mormon,Morion monilicornis,,Bousquet 2012,
D1,myacor,Myas coracinus,,Bousquet 2012,
D1,myacya,Myas cyanescens,,Bousquet 2012,
D1,nebgyl1,Nebria gyllenhali castanipes,,Bousquet 2012,
D1,neblac2,Nebria lacustris,,Bousquet 2012,
D1,nebniv1,Nebria nivalis gaspesiana,,Bousquet 2012,
D1,nebpal,Nebria pallipes,,Bousquet 2012,
D1,nebsut,Nebria suturalis,,Bousquet 2012,
D1,nemele,Nemotarsus elegans,,Bousquet 2012,
D1,nompyg,Nomius pygmaeus,,Bousquet 2012,
D1,notaen,Notiophilus aeneus,,Bousquet 2012,
D1,notaqu,Notiophilus aquaticus,,Bousquet 2012,
D1,notbig,Notiophilus biguttatus,,Bousquet 2012,
D1,notbor,Notiophilus borealis,,Bousquet 2012,
D1,notmac,Notiobia maculicornis,,Bousquet 2012,
D1,notnem,Notiophilus nemoralis,,Bousquet 2012,
D1,notnit1,Notiobia nitidipennis,,Bousquet 2012,
D1,notnov,Notiophilus novemstriatus,,Bousquet 2012,
D1,notsay,Notiobia sayi,,Bousquet 2012,
D1,notsem2,Notiophilus semistriatus,,Bousquet 2012,
D1,notter,Notiobia terminata,,Bousquet 2012,
D1,olifil,Olisthopus filicornis,,Bousquet 2012,
D1,oliinn,Olisthopus innuens,,Bousquet 2012,TRUE
D1,olimic,Olisthopus micans,,Bousquet 2012,
D1,olipar,Olisthopus parmatus,,Bousquet 2012,
D1,omoame,Omophron americanum,,Bousquet 2012,
D1,omolab,Omophron labiatum,,Bousquet 2012,
D1,omotes,Omophron tessellatum,,Bousquet 2012,
D1,oodama,Oodes amaroides,,Bousquet 2012,
D1,oodame,Oodes americanus,,Bousquet 2012,
D1,oodbre,Oodes brevis,,Bousquet 2012,
D1,oodflu,Oodes fluvialis,,Bousquet 2012,
D1,ophpun,Ophonus puncticeps,,Bousquet 2012,
D1,oxypus,Oxypselaphus pusillus,,Bousquet 2012,
D1,pancru,Panagaeus cruciger,,Bousquet 2012,
D1,panfas,Panagaeus fasciatus,,Bousquet 2012,
D1,paralb,Paranchus albipes,,Bousquet 2012,
D1,parbip,Paraclivina bipustulata,,Bousquet 2012,
D1,parcon,Paraclivina convexa,,Bousquet 2012,
D1,parfer,Paraclivina ferrea,,Bousquet 2012,
D1,parpos,Paraclivina postica,,Bousquet 2012,
D1,parstr,Paraclivina striatopunctata,,Bousquet 2012,
D1,pasdep,Pasimachus depressus,,Bousquet 2012,
D1,paselo,Pasimachus elongatus,,Bousquet 2012,
D1,pasmar,Pasimachus marginatus,,Bousquet 2012,
D1,paspun,Pasimachus punctulatus,,Bousquet 2012,
D1,passub1,Pasimachus sublaevis,,Bousquet 2012,
D1,patfov,Patrobus foveocollis,,Bousquet 2012,
D1,patlon,Patrobus longicornis,,Bousquet 2012,
D1,patsep,Patrobus septentrionis septentrionis,,Bousquet 2012,
D1,patsty,Patrobus stygicus,,Bousquet 2012,
D1,penfla2,Pentagonica flavipes flavipes,,Bousquet 2012,
D1,penpic,Pentagonica picticornis,,Bousquet 2012,
D1,pereph,Pericompsus ephippiatus,,Bousquet 2012,
D1,pernig,Perigona nigriceps,,Bousquet 2012,
D1,perpal,Perigona pallipennis,,Bousquet 2012,
D1,phialt,Philodes alternans,,Bousquet 2012,
D1,phiatr,Philorhizus atriceps,,Bousquet 2012,
D1,phirec,Philodes rectangulus,,Bousquet 2012,
D1,phlsig,Phloeoxena signata,,Bousquet 2012,
D1,piesub,Piesmus submarginatus,,Bousquet 2012,
D1,plaang,Platynus angustatus,,Bousquet 2012,
D1,placin,Platynus cincticollis,,Bousquet 2012,
D1,pladav,Platynus daviesi,,Bousquet 2012,
D1,pladec,Platynus decentis,,Bousquet 2012,
D1,plahyp,Platynus hypolithos,,Bousquet 2012,
D1,plaind,Platynus indecentis,,Bousquet 2012,
D1,plalac,Platypatrobus lacustris,,Bousquet 2012,
D1,plaman,Platynus mannerheimii,,Bousquet 2012,
D1,plaopa,Platynus opaculus,,Bousquet 2012,
D1,plapar,Platynus parmarginatus,,Bousquet 2012,
D1,platen,Platynus tenuicollis,,Bousquet 2012,
D1,plopal,Plochionus pallens,,Bousquet 2012,
D1,plotim,Plochionus timidus,,Bousquet 2012,
D1,poecha,Poecilus chalcites,,Bousquet 2012,
D1,poeluc,Poecilus lucublandus,,Bousquet 2012,
D1,pogtex,Pogonus texanus,,Bousquet 2012,
D1,pollae,Polyderis laeva,,Bousquet 2012,
D1,porbis,Porotachys bisulcatus,,Bousquet 2012,
D1,pseare,Pseudamara arenaria,,Bousquet 2012,
D1,psedor,Pseudaptinus dorsalis,,Bousquet 2012,
D1,psefus1,Pseudanophthalmus fuscus constrictus,,Bousquet 2012,TRUE
D1,psefus2,Pseudanophthalmus fuscus fuscus,,Bousquet 2012,TRUE
D1,psegra2,Pseudanophthalmus grandis grandis,,Bousquet 2012,TRUE
D1,psegra3,Pseudanophthalmus grandis elevatus,,Bousquet 2012,TRUE
D1,psehad,Pseudanophthalmus hadenoecus,,Bousquet 2012,TRUE
D1,psehen,Pseudanophthalmus henroti,,Bousquet 2012,TRUE
D1,psehig,Pseudanophthalmus higginbothami,,Bousquet 2012,TRUE
D1,psehyp1,Pseudanophthalmus hypertrichosis,,Bousquet 2012,TRUE
D1,psemon,Pseudanophthalmus montanus,,Bousquet 2012,TRUE
D1,psepot,Pseudanophthalmus potomaca,,Bousquet 2012,TRUE
D1,psesen,Pseudanophthalmus senecae,,Bousquet 2012,TRUE
D1,psesyl,Pseudanophthalmus sylvaticus,,Bousquet 2012,TRUE
D1,pteado,Pterostichus adoxus,,Bousquet 2012,
D1,pteads,Pterostichus adstrictus,,Bousquet 2012,
D1,ptearc2,Pterostichus arcticola,,Bousquet 2012,
D1,pteatr,Pterostichus atratus,,Bousquet 2012,
D1,ptebar,Pterostichus barri,,Bousquet 2012,
D1,ptebre1,Pterostichus brevicornis brevicornis,,Bousquet 2012,
D1,ptecas3,Pterostichus castor,,Bousquet 2012,
D1,ptecau,Pterostichus caudicalis,,Bousquet 2012,
D1,ptecom,Pterostichus commutabilis,,Bousquet 2012,
D1,ptecor1,Pterostichus coracinus,,Bousquet 2012,
D1,ptecor2,Pterostichus corrusculus,,Bousquet 2012,
D1,ptecor3,Pterostichus corvinus,,Bousquet 2012,
D1,ptedil,Pterostichus diligendus,,Bousquet 2012,
D1,pteebe,Pterostichus ebeninus,,Bousquet 2012,
D1,ptefem,Pterostichus femoralis,,Bousquet 2012,
D1,pteham,Pterostichus hamiltoni,,Bousquet 2012,
D1,ptelac2,Pterostichus lachrymosus,,Bousquet 2012,
D1,pteluc,Pterostichus luctuosus,,Bousquet 2012,
D1,ptemel,Pterostichus melanarius melanarius,,Bousquet 2012,
D1,ptemoe,Pterostichus moestus,,Bousquet 2012,
D1,ptemut2,Pterostichus mutus,,Bousquet 2012,
D1,ptenov,Pterostichus novus,,Bousquet 2012,
D1,ptepat,Pterostichus patruelis,,Bousquet 2012,
D1,ptepen,Pterostichus pensylvanicus,,Bousquet 2012,
D1,pteper2,Pterostichus permundus,,Bousquet 2012,
D1,ptepin,Pterostichus pinguedineus,,Bousquet 2012,
D1,ptepra,Pterostichus praetermissus,,Bousquet 2012,
D1,ptepun1,Pterostichus punctatissimus,,Bousquet 2012,
D1,pterel,Pterostichus relictus,,Bousquet 2012,
D1,pteros,Pterostichus rostratus,,Bousquet 2012,
D1,ptesay,Pterostichus sayanus,,Bousquet 2012,
D1,ptescu1,Pterostichus sculptus,,Bousquet 2012,
D1,ptesty,Pterostichus stygicus,,Bousquet 2012,
D1,ptesup,Pterostichus superciliosus,,Bousquet 2012,
D1,pteten,Pterostichus tenuis,,Bousquet 2012,
D1,ptetri1,Pterostichus trinarius,,Bousquet 2012,
D1,ptetri3,Pterostichus tristis,,Bousquet 2012,
D1,ptever2,Pterostichus vernalis,,Bousquet 2012,
D1,rhacau,Rhadine caudata,,Bousquet 2012,
D1,scaand6,Scaphinotus andrewsii mutabilis,,Bousquet 2012,
D1,scabil,Scaphinotus bilobus,,Bousquet 2012,
D1,scaele2,Scaphinotus elevatus elevatus,,Bousquet 2012,
D1,scaele6,Scaphinotus elevatus tenebricosus,,Bousquet 2012,
D1,scaguy,Scaphinotus guyotii,,Bousquet 2012,
D1,scaimp,Scaphinotus imperfectus,,Bousquet 2012,
D1,scaqua,Scarites quadriceps,,Bousquet 2012,
D1,scarid1,Scaphinotus ridingsii monongahelae,,Bousquet 2012,
D1,scarid2,Scaphinotus ridingsii ridingsii,,Bousquet 2012,
D1,scasub2,Scarites subterraneus,,Bousquet 2012,
D1,scavic,Scarites vicinus,,Bousquet 2012,
D1,scaweb,Scaphinotus webbi,,Bousquet 2012,
D1,schamp,Schizogenius amphibius,,Bousquet 2012,
D1,schfer,Schizogenius ferrugineus,,Bousquet 2012,
D1,schlin2,Schizogenius lineolatus,,Bousquet 2012,
D1,schpla1,Schizogenius planulatus,,Bousquet 2012,
D1,schsul,Schizogenius sulcifrons,,Bousquet 2012,
D1,selell,Selenophorus ellipticus,,Bousquet 2012,
D1,selgag,Selenophorus gagatinus,,Bousquet 2012,
D1,selgra,Selenophorus granarius,,Bousquet 2012,
D1,selhyl,Selenophorus hylacis,,Bousquet 2012,
D1,selopa,Selenophorus opalinus,,Bousquet 2012,
D1,selped,Selenophorus pedicularius,,Bousquet 2012,
D1,selpla,Selenophorus planipennis,,Bousquet 2012,
D1,semvir,Semiardistomis viridis,,Bousquet 2012,
D1,serobs,Sericoda obsoleta,,Bousquet 2012,
D1,serqua,Sericoda quadripunctata,,Bousquet 2012,
D1,sphcan1,Sphaeroderus canadensis canadensis,,Bousquet 2012,
D1,sphnit,Sphaeroderus nitidicollis,,Bousquet 2012,
D1,sphsch,Sphaeroderus schaumii,,Bousquet 2012,
D1,sphste1,Sphaeroderus stenostomus lecontei,,Bousquet 2012,
D1,sphste2,Sphaeroderus stenostomus stenostomus,,Bousquet 2012,
D1,stecar,Stenolophus carbo,,Bousquet 2012,
D1,stecom,Stenolophus comma,,Bousquet 2012,
D1,stecup,Stenocrepis cuprea,,Bousquet 2012,
D1,stedis,Stenolophus dissimilis,,Bousquet 2012,
D1,steduo,Stenocrepis duodecimstriata,,Bousquet 2012,
D1,steful,Stenolophus fuliginosus,,Bousquet 2012,
D1,stefus,Stenolophus fuscatus,,Bousquet 2012,
D1,stehae,Stereocerus haematopus,,Bousquet 2012,
D1,stehum,Stenolophus humidus,,Bousquet 2012,
D1,steinf,Stenolophus infuscatus,,Bousquet 2012,
D1,stelec,Stenolophus lecontei,,Bousquet 2012,
D1,stelin,Stenolophus lineola,,Bousquet 2012,
D1,stemeg,Stenolophus megacephalus,,Bousquet 2012,
D1,stemex,Stenocrepis mexicana,,Bousquet 2012,
D1,steoch,Stenolophus ochropezus,,Bousquet 2012,
D1,steple,Stenolophus plebejus,,Bousquet 2012,
D1,stespr,Stenolophus spretus,,Bousquet 2012,
D1,syname,Syntomus americanus,,Bousquet 2012,
D1,synimp,Synuchus impunctatus,,Bousquet 2012,
D1,tacang,Tachyta angulata,,Bousquet 2012,
D1,tacaus,Tachys austinicus,,Bousquet 2012,
D1,taccol,Tachys columbiensis,,Bousquet 2012,
D1,tachya,Tachys hyalinus,,Bousquet 2012,
D1,tacino,Tachyta inornata,,Bousquet 2012,
D1,tackir,Tachyta kirbyi,,Bousquet 2012,
D1,taclit,Tachys litoralis,,Bousquet 2012,
D1,tacobl,Tachys oblitus,,Bousquet 2012,
D1,tacpar,Tachyta parvicornis,,Bousquet 2012,
D1,tacpot,Tachys potomaca,,Bousquet 2012,
D1,tacpro,Tachys proximus,,Bousquet 2012,
D1,tacpum,Tachys pumilus,,Bousquet 2012,
D1,tacrho,Tachys rhodeanus,,Bousquet 2012,
D1,tacsci,Tachys scitulus,,Bousquet 2012,
D1,tetfas,Tetragonoderus fasciatus,,Bousquet 2012,
D1,tetpic,Tetraleucus picticornis,,Bousquet 2012,
D1,tetvir,Tetracha virginica,,Bousquet 2012,
D1,treapi,Trechus apicalis,,Bousquet 2012,
D1,trecra,Trechus crassiscapus,,Bousquet 2012,
D1,trehyd4,Trechus hydropicus hydropicus,,Bousquet 2012,
D1,trequa,Trechus quadristriatus,,Bousquet 2012,
D1,trerub,Trechus rubens,,Bousquet 2012,
D1,triaut,Trichotichnus autumnalis,,Bousquet 2012,
D1,tridic,Trichotichnus dichrous,,Bousquet 2012,
D1,triful,Trichotichnus fulgens,,Bousquet 2012,
D1,trivul,Trichotichnus vulpeculus,,Bousquet 2012,
D1,xeslug,Xestonotus lugubris,,Bousquet 2012,
D1,zupame,Zuphium americanum,,Bousquet 2012,
D1,zupdel,Zuphium delectum,,Bousquet 2012,
D10,acuind,Acupalpus indistinctus,,Bousquet 2012,
D10,acupar,Acupalpus partiarius,,Bousquet 2012,
D10,acupau,Acupalpus pauperculus,,Bousquet 2012,
D10,acutes,Acupalpus testaceus,,Bousquet 2012,
D10,agoaer,Agonum aeruginosum,,Bousquet 2012,
D10,agoaff,Agonum affine,,Bousquet 2012,
D10,agoalb,Agonum albicrus,,Bousquet 2012,
D10,agobas,Agonum basale,,Bousquet 2012,
D10,agocol,Agonum collare,,Bousquet 2012,
D10,agocon,Agonoleptus conjunctus,,Bousquet 2013,
D10,agocor,Agonum corvus,,Bousquet 2012,
D10,agocre1,Agonum crenistriatum,,Bousquet 2012,
D10,agocre2,Agonum crenulatum,,Bousquet 2012,
D10,agocup1,Agonum cupreum,,Bousquet 2012,
D10,agocup2,Agonum cupripenne,,Bousquet 2012,
D10,agocyc,Agonum cyclifer,,Bousquet 2012,
D10,agodec2,Agonum decorum,,Bousquet 2012,
D10,agoerr,Agonum errans,,Bousquet 2012,
D10,agoexc,Agonum excavatum,,Bousquet 2012,
D10,agoext1,Agonum extensicolle,,Bousquet 2012,
D10,agofer1,Agonum ferreum,,Bousquet 2012,
D10,agofer2,Agonum ferruginosum,,Bousquet 2012,
D10,agogal,Agonum galvestonicum,,Bousquet 2012,
D10,agogra,Agonum gratiosum,,Bousquet 2012,
D10,agohar,Agonum harrisii,,Bousquet 2012,
D10,agolut,Agonum lutulentum,,Bousquet 2012,
D10,agomel,Agonum melanarium,,Bousquet 2012,
D10,agonig,Agonum nigriceps,,Bousquet 2012,
D10,agonut,Agonum nutans,,Bousquet 2012,
D10,agooct,Agonum octopunctatum,,Bousquet 2012,
D10,agopal1,Agonum pallipes,,Bousquet 2012,
D10,agopal2,Agonum palustre,,Bousquet 2012,
D10,agopar1,Agonoleptus parviceps,,Bousquet 2012,TRUE
D10,agopic1,Agonum piceolum,,Bousquet 2012,
D10,agopla,Agonum placidum,,Bousquet 2012,
D10,agopro,Agonum propinquum,,Bousquet 2012,
D10,agopun,Agonum punctiforme,,Bousquet 2012,
D10,agoqua,Agonum quadrimaculatum,,Bousquet 2012,
D10,agorot1,Agonoleptus rotundatus,,Bousquet 2012,
D10,agoruf,Agonum rufipes,,Bousquet 2012,
D10,agostr,Agonum striatopunctatum,,Bousquet 2012,
D10,agosut,Agonum suturale,,Bousquet 2012,
D10,agotex,Agonum texanum,,Bousquet 2012,
D10,agotho1,Agonoleptus thoracicus,,Bousquet 2012,
D10,agotho2,Agonum thoreyi,,Bousquet 2012,
D10,amaaen1,Amara aenea,,Bousquet 2012,
D10,amaaen2,Amara aeneopolita,,Bousquet 2012,
D10,amaalp,Amara alpina,,Bousquet 2012,
D10,amaang1,Amara angustata,,Bousquet 2012,
D10,amaapr,Amara apricaria,,Bousquet 2012,
D10,amaavi,Amara avida,,Bousquet 2012,
D10,amabas,Amara basillaris,,Bousquet 2012,
D10,amabla,Amara blanchardi,,Bousquet 2012,
D10,amacal,Amara californica californica,,Bousquet 2012,
D10,amacar,Amara carinata,,Bousquet 2012,
D10,amacha,Amara chalcea,,Bousquet 2012,
D10,amacoe,Amara coelebs,,Bousquet 2012,
D10,amacon2,Amara confusa,,Bousquet 2012,
D10,amacon3,Amara convexa,,Bousquet 2012,
D10,amacra,Amara crassispina,,Bousquet 2012,
D10,amacup,Amara cupreolata,,Bousquet 2012,
D10,amadep,Amara deparca,,Bousquet 2012,
D10,amadis,Amara discors,,Bousquet 2012,
D10,amaell,Amara ellipsis,,Bousquet 2012,
D10,amaerr,Amara erratica,,Bousquet 2012,
D10,amaexa,Amara exarata,,Bousquet 2012,
D10,amafam,Amara familiaris,,Bousquet 2012,
D10,amafar,Amara farcta,,Bousquet 2012,
D10,amafle,Amara flebilis,,Bousquet 2012,
D10,amahar2,Amara harpalina,,Bousquet 2012,
D10,amaida,Amara idahoana,,Bousquet 2012,
D10,amaimp,Amara impuncticollis,,Bousquet 2012,
D10,amalac,Amara lacustris,,Bousquet 2012,
D10,amalae,Amara laevipennis,,Bousquet 2012,
D10,amalat,Amara latior,,Bousquet 2012,
D10,amalit,Amara littoralis,,Bousquet 2012,
D10,amalun,Amara lunicollis,,Bousquet 2012,
D10,amamer,Amara merula,,Bousquet 2012,
D10,amamus,Amara musculis,,Bousquet 2012,
D10,amaneo1,Amara neoscotica,,Bousquet 2012,
D10,amaobe,Amara obesa,,Bousquet 2012,
D10,amaoti,Amara otiosa,,Bousquet 2012,
D10,amapal,Amara pallipes,,Bousquet 2012,
D10,amapat,Amara patruelis,,Bousquet 2012,
D10,amapen,Amara pennsylvanica,,Bousquet 2012,
D10,amaque,Amara quenseli quenseli,,Bousquet 2012,
D10,amarec,Amara rectangula ciudadensis,,Bousquet 2012,
D10,amarub,Amara rubrica,,Bousquet 2012,
D10,amarug,Amara rugulifera,,Bousquet 2012,
D10,amasci,Amara scitula,,Bousquet 2012,
D10,amasin,Amara sinuosa,,Bousquet 2012,
D10,amaten1,Amara tenax,,Bousquet 2012,
D10,amatho,Amara thoracica,,Bousquet 2012,
D10,amator,Amara torrida,,Bousquet 2012,
D10,amatur,Amara turbata,,Bousquet 2012,
D10,ambcyl,Amblycheila cylindriformis,,Bousquet 2012,
D10,ambmex,Amblygnathus mexicanus,,Bousquet 2012,
D10,amelin,Amerinus linearis,,Bousquet 2012,
D10,ampint,Amphasia interstitialis,,Bousquet 2012,
D10,ampser,Amphasia sericea,,Bousquet 2012,
D10,anamin,Anatrichis minuta,,Bousquet 2012,
D10,aniagr,Anisodactylus agricola,,Bousquet 2012,
D10,anialt,Anisodactylus alternans,,Bousquet 2012,
D10,anicae,Anisodactylus caenus,,Bousquet 2012,
D10,anical,Anisodactylus californicus,,Bousquet 2012,
D10,anicar2,Anisodactylus carbonarius,,Bousquet 2012,
D10,anidis,Anisodactylus discoideus,,Bousquet 2012,
D10,anidul,Anisodactylus dulcicollis,,Bousquet 2012,
D10,anifur,Anisodactylus furvus,,Bousquet 2012,
D10,anihap,Anisodactylus haplomus,,Bousquet 2012,
D10,anihar1,Anisodactylus harpaloides,,Bousquet 2012,
D10,anihar2,Anisodactylus harrisii,,Bousquet 2012,
D10,anilae,Anisodactylus laetus,,Bousquet 2012,
D10,animer2,Anisodactylus merula,,Bousquet 2012,
D10,aninig1,Anisodactylus nigerrimus,,Bousquet 2012,
D10,aninig2,Anisodactylus nigrita,,Bousquet 2012,
D10,aniopa,Anisodactylus opaculus,,Bousquet 2012,
D10,aniovu,Anisodactylus ovularis,,Bousquet 2012,
D10,anipit,Anisodactylus pitychrous,,Bousquet 2012,
D10,anirus,Anisodactylus rusticus,,Bousquet 2012,
D10,anisan,Anisodactylus sanctaecrucis,,Bousquet 2012,
D10,anisim,Anisodactylus similis,,Bousquet 2012,
D10,aniver,Anisodactylus verticalis,,Bousquet 2012,
D10,apeluc,Apenes lucidula lucidula,,Bousquet 2012,
D10,apesin,Apenes sinuata,,Bousquet 2012,
D10,aprlat1,Apristus latens,,Bousquet 2012,
D10,aprlat2,Apristus laticollis,,Bousquet 2012,
D10,aprpug,Apristus pugetanus,,Bousquet 2012,
D10,aspsub,Aspidoglossa subangulata,,Bousquet 2012,
D10,atrpub,Atranus pubescens,,Bousquet 2012,
D10,axibip,Axinopalpus biplagiatus,,Bousquet 2012,
D10,axifus,Axinopalpus fusciceps,,Bousquet 2012,
D10,badele,Badister elegans,,Bousquet 2012,
D10,badfla1,Badister flavipes flavipes,,Bousquet 2012,
D10,badmac,Badister maculatus,,Bousquet 2012,
D10,badneo,Badister neopulchellus,,Bousquet 2012,
D10,badnot,Badister notatus,,Bousquet 2012,
D10,badobt,Badister obtusus,,Bousquet 2012,
D10,badpar,Badister parviceps,,Bousquet 2012,
D10,badref,Badister reflexus,,Bousquet 2012,
D10,badtra,Badister transversus,,Bousquet 2012,
D10,bemact2,Bembidion actuosum,,Bousquet 2012,
D10,bemacu,Bembidion acutifrons,,Bousquet 2012,
D10,bemaen1,Bembidion aeneicolle,,Bousquet 2012,
D10,bemaen2,Bembidion aenulum,,Bousquet 2012,
D10,bemaff,Bembidion affine,,Bousquet 2012,
D10,bemame,Bembidion americanum,,Bousquet 2012,
D10,bembim,Bembidion bimaculatum,,Bousquet 2012,
D10,bembre1,Bembidion breve,,Bousquet 2012,
D10,bemcas1,Bembidion castor,,Bousquet 2012,
D10,bemcha,Bembidion chalceum,,Bousquet 2012,
D10,bemche,Bembidion cheyennense,,Bousquet 2012,
D10,bemcol1,Bembidion coloradense,,Bousquet 2012,
D10,bemcon1,Bembidion concolor,,Bousquet 2012,
D10,bemcon12,Bembidion constrictum,,Bousquet 2012,
D10,bemcon6,Bembidion confusum,,Bousquet 2012,
D10,bemcon9,Bembidion consimile,,Bousquet 2012,
D10,bemcor1,Bembidion cordatum,,Bousquet 2012,
D10,bemcox,Bembidion coxendix,,Bousquet 2012,
D10,bemdej,Bembidion dejectum,,Bousquet 2012,
D10,bemdil,Bembidion diligens,,Bousquet 2012,
D10,bemdor,Bembidion dorsale,,Bousquet 2012,
D10,bemdys,Bembidion dyschirinum,,Bousquet 2012,
D10,bemflo,Bembidion flohri,,Bousquet 2012,
D10,bemfor,Bembidion fortestriatum,,Bousquet 2012,
D10,bemfro,Bembidion frontale,,Bousquet 2012,
D10,bemgra3,Bembidion graphicum,,Bousquet 2012,
D10,bemgra4,Bembidion grapii,,Bousquet 2012,
D10,bemimp1,Bembidion impotens,,Bousquet 2012,
D10,bemina,Bembidion inaequale,,Bousquet 2012,
D10,beminc,Bembidion incrematum,,Bousquet 2012,
D10,bemins,Bembidion insulatum,,Bousquet 2012,
D10,bemint1,Bembidion integrum,,Bousquet 2012,
D10,bemint2,Bembidion intermedium,,Bousquet 2012,
D10,bemkup,Bembidion kuprianovii,,Bousquet 2012,
D10,bemlac2,Bembidion lacunarium,,Bousquet 2012,
D10,bemlev1,Bembidion levigatum,,Bousquet 2012,
D10,bemlev3,Bembidion levettei carrianum,,Bousquet 2012,
D10,bemmex,Bembidion mexicanum,,Bousquet 2012,
D10,bemmim,Bembidion mimus,,Bousquet 2012,
D10,bemmut,Bembidion mutatum,,Bousquet 2012,
D10,bemneb,Bembidion nebraskense,,Bousquet 2012,
D10,bemnev,Bembidion nevadense,,Bousquet 2012,
D10,bemnig2,Bembidion nigripes,,Bousquet 2012,
D10,bemnit1,Bembidion nitidicolle,,Bousquet 2012,
D10,bemnit2,Bembidion nitidum,,Bousquet 2012,
D10,bemnud,Bembidion nudipenne,,Bousquet 2012,
D10,bemobe,Bembidion oberthueri,,Bousquet 2012,
D10,bemobs1,Bembidion obscurellum obscurellum,,Bousquet 2012,
D10,bemobt1,Bembidion obtusangulum,,Bousquet 2012,
D10,bempat,Bembidion patruele,,Bousquet 2012,
D10,bemped,Bembidion pedicellatum,,Bousquet 2012,
D10,bemper,Bembidion perspicuum,,Bousquet 2012,
D10,bempet2,Bembidion petrosum petrosum,,Bousquet 2012,
D10,bempla3,Bembidion planatum,,Bousquet 2012,
D10,bempla5,Bembidion planum,,Bousquet 2012,
D10,bempra1,Bembidion praecinctum,,Bousquet 2012,
D10,bempun,Bembidion punctatostriatum,,Bousquet 2012,
D10,bemqua3,Bembidion quadrimaculatum dubitans,,Bousquet 2012,
D10,bemqua4,Bembidion quadrimaculatum oppositum,,Bousquet 2012,
D10,bemqua5,Bembidion quadrulum,,Bousquet 2012,
D10,bemrap,Bembidion rapidum,,Bousquet 2012,
D10,bemrec,Bembidion recticolle,,Bousquet 2012,
D10,bemroo,Bembidion roosevelti,,Bousquet 2012,
D10,bemrup,Bembidion rupicola,,Bousquet 2012,
D10,bemsal2,Bembidion salinarium,,Bousquet 2012,
D10,bemsco,Bembidion scopulinum,,Bousquet 2012,
D10,bemscu1,Bembidion scudderi,,Bousquet 2012,
D10,bemsor,Bembidion sordidum,,Bousquet 2012,
D10,bemtet,Bembidion tetracolum tetracolum,,Bousquet 2012,
D10,bemtex,Bembidion texanum,,Bousquet 2012,
D10,bemtim,Bembidion timidum,,Bousquet 2012,
D10,bemtra2,Bembidion transversale,,Bousquet 2012,
D10,bemumb,Bembidion umbratum,,Bousquet 2012,
D10,bemvar,Bembidion variegatum,,Bousquet 2012,
D10,bemver1,Bembidion versicolor,,Bousquet 2012,
D10,bemvir,Bembidion viridicolle,,Bousquet 2012,
D10,braaab,Brachinus aabaaba,,Bousquet 2012,
D10,braadu,Brachinus adustipennis,,Bousquet 2012,
D10,braaeg,Brachinus aeger,,Bousquet 2012,
D10,braalt,Brachinus alternans,,Bousquet 2012,
D10,braame,Brachinus americanus,,Bousquet 2012,
D10,braatr,Bradycellus atrimedeus,,Bousquet 2012,
D10,brabad,Bradycellus badipennis,,Bousquet 2012,
D10,bracon3,Bradycellus congener,,Bousquet 2012,
D10,bracor,Brachinus cordicollis,,Bousquet 2012,
D10,bracya1,Brachinus cyanipennis,,Bousquet 2012,
D10,bracya2,Brachinus cyanochroaticus,,Bousquet 2012,
D10,braelo,Brachinus elongatulus,,Bousquet 2012,
